,Date,DO_Areation_1,PH_Areation_1,ORP_Areation_1,MLSS_Areation_1,DO_Areation_2,PH_Areation_2,ORP_Areation_2,MLSS_Areation_2,PH_Anoxic_1,ORP_Anoxic_1,MLSS_Anoxic_1,PH_Anoxic_2,ORP_Anoxic_2,MLSS_Anoxic_2,TOC_in_total,TOC_out
1335,2017/2/25,1.6,6.6,112.3,9430.0,5.7,6.4,247.8,9020.0,7.4,363.0,9984.0,7.8,117.0,7575.0,74.0,3.4
1336,2017/2/26,1.7,6.6,109.0,9310.0,5.8,6.3,228.8,9110.0,7.5,387.0,9450.0,7.8,159.0,7545.0,72.0,4.2
1337,2017/2/27,1.6,6.6,113.0,9250.0,4.5,6.3,209.0,9190.0,7.4,360.0,9420.0,8.0,131.0,7530.0,69.0,3.1
1338,2017/2/28,1.7,6.6,125.5,9625.0,5.0,6.3,213.3,9065.0,7.5,215.0,9845.0,7.7,57.0,7815.0,62.0,2.7
1339,2017/3/1,1.5,6.6,128.5,9430.0,3.5,6.4,197.0,9330.0,7.5,332.0,9450.0,8.1,69.0,7740.0,69.0,3.1
1340,2017/3/2,1.7,6.6,129.5,9660.0,4.4,6.4,194.5,9250.0,7.5,276.0,9780.0,8.0,66.0,7710.0,72.0,3.2
1341,2017/3/3,1.7,6.7,125.8,9715.0,5.0,6.5,211.0,9260.0,7.6,356.0,9790.0,8.1,72.0,7920.0,71.0,3.5
1342,2017/3/4,1.7,6.7,120.5,9700.0,5.5,6.4,206.0,9605.0,7.5,159.0,9965.0,8.0,97.0,8035.0,75.0,3.6
1343,2017/3/5,1.7,6.6,127.8,9710.0,4.0,6.4,187.5,9540.0,7.4,169.0,9825.0,8.3,94.0,7900.0,73.0,6.0
1344,2017/3/6,1.7,6.6,132.5,9900.0,4.0,6.3,202.3,9660.0,7.5,393.0,9915.0,7.9,175.0,7895.0,76.0,4.3
1345,2017/3/7,1.6,6.5,134.0,10745.0,4.5,6.3,215.0,9685.0,7.5,415.0,10160.0,7.9,216.0,8095.0,75.0,4.2
1346,2017/3/8,1.6,6.7,139.0,10680.0,5.5,6.5,244.3,9785.0,7.6,360.0,11190.0,8.3,235.0,8190.0,73.0,2.1
1347,2017/3/9,1.5,6.7,130.8,10720.0,4.3,6.4,204.8,9880.0,7.6,387.0,11190.0,8.3,235.0,8190.0,73.0,2.1
1348,2017/3/10,1.4,6.7,125.0,10630.0,3.9,6.4,185.0,9590.0,7.6,421.0,11185.0,8.4,155.0,8035.0,72.0,4.7
1349,2017/3/11,1.6,6.7,125.0,10805.0,3.5,6.4,174.3,9530.0,7.5,434.0,11140.0,8.3,136.0,7910.0,67.0,6.1
1350,2017/3/12,1.6,6.6,126.8,10825.0,3.5,6.3,180.0,9475.0,7.5,438.0,11465.0,8.3,138.0,8070.0,80.0,6.6
1351,2017/3/13,1.7,6.5,129.5,10720.0,4.2,6.3,189.0,9550.0,7.4,400.0,11375.0,8.2,101.0,7970.0,78.0,5.8
1352,2017/3/14,1.8,6.5,130.5,10590.0,4.0,6.2,203.8,9485.0,7.4,270.0,11215.0,8.1,92.0,7905.0,80.0,3.3
1353,2017/3/15,1.7,6.5,126.5,10560.0,4.0,6.3,186.0,9270.0,7.4,341.0,11425.0,8.1,90.0,8125.0,79.0,3.4
1354,2017/3/16,1.9,6.5,139.5,10510.0,4.4,6.3,194.3,9265.0,7.4,253.0,11005.0,8.2,98.0,7715.0,83.0,4.3
1355,2017/3/17,1.8,6.6,132.5,10570.0,4.2,6.3,190.3,9265.0,7.5,233.0,11550.0,8.1,96.0,8040.0,76.0,6.0
1356,2017/3/18,1.6,6.5,127.0,10415.0,3.5,6.3,190.3,9165.0,7.3,350.0,10515.0,8.1,90.0,7885.0,77.0,6.2
1357,2017/3/19,1.7,6.6,117.3,10480.0,4.1,6.3,188.3,9155.0,7.5,383.0,11180.0,8.2,92.0,7685.0,75.0,6.1
1358,2017/3/20,1.7,6.6,115.8,10440.0,3.8,6.3,161.3,9260.0,7.6,427.0,11135.0,8.3,106.0,7755.0,82.0,6.8
1359,2017/3/21,1.6,6.6,115.3,10400.0,4.3,6.3,200.1,9200.0,7.7,440.0,11165.0,8.3,101.0,7815.0,79.0,5.5
1360,2017/3/22,1.6,6.6,115.5,10520.0,4.9,6.4,228.0,9235.0,7.6,442.0,11240.0,8.6,123.0,7965.0,74.0,5.6
1361,2017/3/23,1.8,6.6,119.5,10445.0,5.3,6.3,227.3,9245.0,7.6,438.0,11170.0,8.4,105.0,7910.0,75.0,5.6
1362,2017/3/24,1.9,6.6,114.0,10395.0,5.2,6.4,201.5,9225.0,7.6,436.0,11145.0,8.5,119.0,7790.0,79.0,5.3
1363,2017/3/25,1.7,6.6,112.0,10635.0,3.2,6.3,174.3,9090.0,7.6,359.0,11705.0,8.5,102.0,7930.0,74.0,4.1
1364,2017/3/26,1.7,6.5,110.8,10285.0,4.1,6.3,180.0,9115.0,7.6,312.0,11070.0,8.3,93.0,7705.0,72.0,4.5
1365,2017/3/27,1.7,6.6,107.0,10080.0,3.0,6.3,170.0,8965.0,7.7,319.0,10810.0,8.6,102.0,7685.0,75.0,4.6
1366,2017/3/28,1.8,6.6,99.5,10420.0,2.3,6.3,154.5,10000.0,7.7,373.0,11165.0,8.4,90.0,7835.0,78.0,4.3
1367,2017/3/29,1.6,6.6,98.3,10225.0,3.6,6.4,173.5,8745.0,7.7,395.0,11085.0,8.6,99.0,7630.0,77.0,4.6
1368,2017/3/30,1.5,6.6,97.8,10105.0,1.8,6.3,142.3,8665.0,7.7,439.0,10520.0,8.6,100.0,7605.0,77.0,6.3
1369,2017/3/31,1.7,6.6,98.5,10250.0,4.5,6.3,176.5,8655.0,7.7,443.0,10940.0,8.6,108.0,7615.0,80.0,4.2
1370,2017/4/1,1.7,6.6,94.3,10195.0,4.5,6.3,185.3,8465.0,7.8,446.0,10735.0,8.6,107.0,7520.0,82.0,4.0
1371,2017/4/2,2.1,6.6,98.3,10115.0,5.6,6.3,191.3,8535.0,7.8,445.0,10445.0,8.6,114.0,7360.0,73.0,4.8
1372,2017/4/3,1.8,6.5,104.8,10090.0,4.8,6.2,178.3,8495.0,7.6,449.0,10360.0,8.5,121.0,7350.0,76.0,4.4
1373,2017/4/4,2.0,6.5,98.0,10085.0,4.6,6.2,188.0,8275.0,7.9,457.0,10600.0,8.5,123.0,7220.0,72.0,5.7
1374,2017/4/5,2.0,6.6,104.8,10430.0,5.7,6.3,214.5,7980.0,7.8,466.0,10445.0,8.7,151.0,7135.0,76.0,6.5
1375,2017/4/6,1.9,6.6,112.0,10185.0,5.3,6.3,222.8,8030.0,8.0,477.0,10170.0,8.6,171.0,7335.0,64.0,7.3
1376,2017/4/7,1.9,6.6,137.0,9765.0,6.1,6.4,252.5,8095.0,8.0,473.0,10330.0,8.6,189.0,7135.0,74.0,6.5
1377,2017/4/8,2.1,6.7,114.0,10360.0,6.3,6.4,227.0,8190.0,8.3,464.0,10805.0,8.8,174.0,7225.0,75.0,7.3
1378,2017/4/9,1.9,6.6,103.8,10090.0,6.6,6.3,218.8,8145.0,8.1,457.0,10100.0,8.7,174.0,7165.0,76.0,7.0
1379,2017/4/10,1.8,6.7,113.3,9700.0,6.6,6.4,205.8,8060.0,8.4,407.0,10030.0,8.8,174.0,7010.0,75.0,7.2
1380,2017/4/11,2.0,6.7,121.0,10125.0,6.7,6.3,215.0,7880.0,8.3,411.0,9605.0,8.5,170.0,7200.0,74.0,6.4
1381,2017/4/12,2.1,6.7,110.0,10025.0,6.8,6.4,219.0,8079.0,8.4,402.0,9880.0,8.7,165.0,7205.0,78.0,6.6
1382,2017/4/13,1.9,6.8,103.8,9850.0,7.4,6.5,226.8,8125.0,8.6,407.0,9865.0,8.6,177.0,7125.0,77.0,5.9
1383,2017/4/14,1.8,6.8,101.5,9755.0,7.5,6.5,235.0,8225.0,8.6,414.0,9765.0,8.6,146.0,7095.0,74.0,6.5
1384,2017/4/15,1.7,6.5,113.0,9780.0,7.7,6.3,241.5,8155.0,7.9,427.0,9750.0,8.2,162.0,7220.0,76.0,6.8
1385,2017/4/16,1.6,6.5,117.5,9510.0,7.5,6.3,234.0,8100.0,7.7,432.0,9847.0,8.1,170.0,7035.0,74.0,6.9
1386,2017/4/17,1.6,6.5,118.0,9665.0,7.6,6.3,250.5,8195.0,7.9,446.0,10070.0,8.4,235.0,7105.0,73.0,7.4
1387,2017/4/18,1.6,6.4,119.0,9770.0,6.7,6.2,245.8,8175.0,7.9,444.0,9600.0,8.4,219.0,7015.0,72.0,7.0
1388,2017/4/19,1.7,6.4,127.0,9600.0,6.4,6.2,236.8,7950.0,7.4,433.0,10100.0,8.3,207.0,7025.0,72.0,6.8
1389,2017/4/20,1.5,6.5,133.0,9735.0,6.7,6.2,271.0,8090.0,7.7,456.0,9615.0,8.2,273.0,7000.0,76.0,7.0
1390,2017/4/21,1.9,6.5,119.8,9770.0,5.1,6.2,246.5,8190.0,7.8,462.0,9345.0,8.3,252.0,6775.0,78.0,6.8
1391,2017/4/22,1.9,6.5,114.8,9670.0,6.2,6.2,249.3,8115.0,7.9,474.0,9130.0,8.3,253.0,7115.0,77.0,6.9
1392,2017/4/23,1.8,6.5,120.3,9670.0,6.0,6.1,250.0,7785.0,7.9,495.0,8820.0,7.9,203.0,7055.0,83.0,6.2
1393,2017/4/24,1.8,6.6,118.0,9550.0,6.0,6.2,245.0,7795.0,7.8,472.0,8265.0,8.1,221.0,7065.0,76.0,6.5
1394,2017/4/25,1.8,6.5,117.3,9465.0,5.6,6.2,238.8,7915.0,8.1,464.0,8365.0,8.1,252.0,7065.0,76.0,6.6
1395,2017/4/26,1.8,6.6,116.3,9565.0,5.7,6.3,250.0,7865.0,8.1,469.0,8345.0,8.2,282.0,7115.0,79.0,6.6
1396,2017/4/27,1.9,6.5,118.5,9515.0,6.4,6.2,271.3,7770.0,7.9,469.0,8380.0,8.5,309.0,7230.0,75.0,5.5
1397,2017/4/28,1.7,6.6,109.0,9510.0,7.0,6.3,265.0,7775.0,8.1,496.0,8350.0,8.4,310.0,7275.0,76.0,6.2
1398,2017/4/29,1.6,6.6,107.3,9460.0,7.2,6.3,261.5,7530.0,8.3,500.0,8575.0,8.4,314.0,7165.0,72.0,6.0
1399,2017/4/30,1.6,6.5,110.5,9415.0,6.7,6.2,246.3,7565.0,8.3,500.0,8250.0,8.7,319.0,7030.0,83.0,6.4
1400,2017/5/1,1.7,6.5,99.3,9315.0,6.7,6.3,222.3,7595.0,8.2,490.0,8235.0,8.5,315.0,7065.0,76.0,6.5
1401,2017/5/2,1.6,6.6,96.8,9340.0,6.6,6.3,229.3,7720.0,8.1,500.0,8175.0,8.8,317.0,6920.0,77.0,6.4
1402,2017/5/3,1.6,6.4,110.5,9330.0,7.1,6.1,254.5,7625.0,7.6,493.0,8355.0,7.8,369.0,7005.0,76.0,6.8
1403,2017/5/4,1.6,6.2,118.8,9110.0,6.5,6.0,250.3,7550.0,7.4,500.0,8045.0,7.6,369.0,6950.0,70.0,7.2
1404,2017/5/5,1.6,6.2,122.0,9320.0,6.6,5.9,256.8,7550.0,7.4,500.0,8255.0,7.5,336.0,7060.0,80.0,7.1
1405,2017/5/6,1.4,6.4,115.5,9210.0,2.2,6.0,183.3,7535.0,7.6,500.0,8050.0,8.0,374.0,6965.0,83.0,7.1
1406,2017/5/7,1.4,6.3,123.5,9000.0,3.1,6.0,196.5,7365.0,7.5,500.0,8005.0,7.8,385.0,7045.0,80.0,7.0
1407,2017/5/8,1.4,6.1,144.8,9150.0,6.1,5.9,227.5,7480.0,7.9,500.0,7920.0,7.9,378.0,6880.0,84.0,7.4
1408,2017/5/9,1.5,6.1,148.5,8940.0,5.8,5.9,222.5,7370.0,7.4,500.0,7870.0,7.8,297.0,6895.0,84.0,7.4
1409,2017/5/10,1.6,6.2,147.0,8700.0,6.2,6.0,221.5,7255.0,7.8,500.0,7795.0,8.0,354.0,6795.0,82.0,7.6
1410,2017/5/11,1.5,6.4,137.8,9075.0,6.2,6.1,225.8,7310.0,7.8,500.0,7860.0,8.1,360.0,6945.0,82.0,7.2
1411,2017/5/12,1.4,6.4,138.0,8910.0,5.3,6.1,223.5,7315.0,7.6,500.0,7830.0,8.2,394.0,6845.0,80.0,7.1
1412,2017/5/13,1.3,6.3,147.0,8950.0,5.2,6.0,234.5,7350.0,7.5,500.0,8085.0,8.1,414.0,7005.0,74.0,7.5
1413,2017/5/14,1.2,6.4,141.5,9035.0,5.8,6.1,238.5,7300.0,7.5,500.0,8070.0,8.0,437.0,6960.0,76.0,7.3
1414,2017/5/15,1.3,6.5,144.5,9315.0,8.1,6.2,271.5,7300.0,7.6,500.0,8285.0,8.1,443.0,9195.0,83.0,6.7
1415,2017/5/16,1.2,6.5,138.3,9160.0,8.6,6.2,298.3,7300.0,7.5,500.0,8190.0,7.9,439.0,9050.0,83.0,6.3
1416,2017/5/17,1.2,6.6,134.5,9180.0,8.8,6.2,295.5,7300.0,7.6,500.0,8195.0,8.1,443.0,9005.0,78.0,6.9
1417,2017/5/18,1.1,6.5,126.3,9190.0,8.9,6.3,297.0,7300.0,7.7,500.0,8055.0,8.2,440.0,9005.0,77.0,6.0
1418,2017/5/19,2.3,6.5,131.8,9255.0,9.0,6.3,394.8,7300.0,7.7,500.0,8245.0,8.1,441.0,9115.0,75.0,5.9
1419,2017/5/20,2.1,6.5,134.5,9250.0,8.9,6.2,294.8,7300.0,7.7,500.0,8350.0,8.2,443.0,8960.0,79.0,5.8
1420,2017/5/21,2.1,6.6,126.8,9315.0,8.5,6.3,280.0,7300.0,7.9,500.0,8140.0,8.4,460.0,8945.0,82.0,6.1
1421,2017/5/22,2.1,6.5,122.8,9555.0,8.8,6.3,288.0,7300.0,7.9,500.0,8115.0,8.3,456.0,9220.0,77.0,5.6
1422,2017/5/23,2.1,6.5,126.8,9315.0,8.7,6.3,305.3,7300.0,8.0,500.0,8110.0,8.2,437.0,9255.0,81.0,5.5
1423,2017/5/24,2.0,6.6,127.0,9540.0,8.5,6.3,311.0,7300.0,8.0,500.0,8230.0,8.3,422.0,9300.0,81.0,5.4
1424,2017/5/25,2.0,6.5,129.3,9340.0,8.6,6.2,285.8,7300.0,7.9,500.0,7625.0,7.9,414.0,9170.0,77.0,5.6
1425,2017/5/26,2.1,6.4,136.8,9560.0,8.3,6.2,273.0,7300.0,7.8,500.0,8000.0,7.9,403.0,9240.0,78.0,5.8
1426,2017/5/27,2.1,6.5,136.5,9620.0,8.5,6.3,270.8,7300.0,7.8,500.0,7720.0,8.1,402.0,9250.0,81.0,5.7
1427,2017/5/28,2.1,6.4,131.3,9485.0,8.3,6.2,262.8,7300.0,7.8,500.0,7700.0,8.1,408.0,9130.0,84.0,6.0
1428,2017/5/29,2.0,6.5,125.8,9500.0,8.1,6.3,261.8,7300.0,7.9,500.0,7600.0,8.4,409.0,9120.0,83.0,5.6
1429,2017/5/30,2.1,6.5,127.0,9390.0,7.5,6.3,256.8,7300.0,7.9,500.0,7740.0,8.6,409.0,9130.0,80.0,5.4
1430,2017/5/31,1.9,6.5,129.0,9370.0,6.9,6.2,270.0,7300.0,7.8,497.0,7555.0,8.2,399.0,9020.0,76.0,4.9
1431,2017/6/1,2.0,6.5,120.0,9405.0,7.0,6.2,269.8,7300.0,7.9,484.0,7470.0,8.2,401.0,9015.0,75.0,5.0
1432,2017/6/2,2.0,6.4,127.5,9170.0,6.4,6.1,283.8,7300.0,7.8,467.0,7355.0,8.2,400.0,8770.0,71.0,4.2
1433,2017/6/3,1.9,6.5,127.5,9160.0,6.2,6.2,273.0,7300.0,7.9,491.0,7410.0,8.2,403.0,8910.0,76.0,3.8
1434,2017/6/4,2.0,6.5,122.3,8940.0,5.7,6.3,259.5,7300.0,7.9,500.0,7165.0,8.6,423.0,8765.0,78.0,3.6
1435,2017/6/5,2.1,6.4,132.0,8950.0,5.9,6.1,271.1,7300.0,7.9,500.0,9765.0,8.2,417.0,9370.0,82.0,4.2
1436,2017/6/6,1.9,6.4,132.3,9010.0,5.7,6.1,264.0,7300.0,7.8,500.0,7450.0,8.1,408.0,8775.0,78.0,3.9
1437,2017/6/7,2.0,6.4,132.0,9155.0,5.7,6.1,264.0,7300.0,7.8,500.0,7435.0,8.0,417.0,8755.0,82.0,3.7
1438,2017/6/8,2.0,6.4,132.0,9025.0,6.1,6.2,281.0,7300.0,7.9,500.0,7360.0,8.1,410.0,8720.0,63.0,2.4
1439,2017/6/9,2.0,6.5,126.8,9130.0,6.1,6.3,270.3,7300.0,8.0,500.0,7110.0,8.4,400.0,9010.0,71.0,2.7
1440,2017/6/10,1.9,6.6,123.5,9275.0,2.7,6.2,215.8,7300.0,8.0,500.0,7040.0,8.2,397.0,8820.0,77.0,2.2
1441,2017/6/11,2.0,6.5,126.8,9275.0,3.1,6.2,229.3,7300.0,8.0,500.0,7135.0,8.1,404.0,8915.0,76.0,2.3
1442,2017/6/12,2.0,6.4,129.8,9470.0,3.1,6.1,202.0,7300.0,7.9,500.0,6920.0,8.1,402.0,8865.0,77.0,2.3
1443,2017/6/13,1.8,6.5,129.3,9155.0,2.7,6.1,217.5,7300.0,8.0,500.0,6850.0,8.1,381.0,8785.0,83.0,5.3
1444,2017/6/14,1.8,6.6,123.0,9125.0,3.8,6.1,244.0,7300.0,8.0,500.0,7030.0,8.0,341.0,8810.0,81.0,3.7
1445,2017/6/15,1.9,6.5,123.0,9295.0,4.6,6.2,268.0,7300.0,7.9,425.0,7030.0,8.1,372.0,8725.0,79.0,4.0
1446,2017/6/16,1.8,6.5,130.8,9465.0,3.6,6.1,230.0,7300.0,7.9,425.0,6995.0,8.1,412.0,8640.0,77.0,3.9
1447,2017/6/17,1.7,6.5,132.0,9535.0,3.4,6.1,244.5,7300.0,7.9,423.0,6927.0,8.1,398.0,8890.0,76.0,5.4
1448,2017/6/18,1.8,6.5,131.8,9725.0,4.7,6.2,244.8,7300.0,7.9,444.0,7115.0,8.1,391.0,9180.0,76.0,5.4
1449,2017/6/19,1.8,6.5,134.0,9560.0,2.5,6.0,152.0,7300.0,7.9,446.0,7031.0,7.8,374.0,9155.0,84.0,5.3
1450,2017/6/20,1.9,6.5,134.5,9470.0,6.0,6.2,288.25,7300.0,7.5,415.0,8085.0,8.1,392.0,9305.0,76.0,5.7
1451,2017/6/21,2.0,6.5,147.3,9695.0,4.4,6.1,251.5,7300.0,7.6,409.0,8255.0,7.7,341.0,9530.0,77.0,5.6
1452,2017/6/22,1.9,6.5,139.3,9188.0,4.0,6.1,247.8,7300.0,7.4,397.0,8229.0,7.8,386.0,9185.0,77.0,5.5
1453,2017/6/23,2.0,6.4,138.3,9450.0,3.8,6.0,230.8,7300.0,7.5,402.0,8460.0,7.7,398.0,9180.0,81.0,5.5
1454,2017/6/24,1.6,6.5,138.0,8860.0,0.8,6.1,146.0,7300.0,7.6,405.0,10380.0,7.9,377.0,9245.0,84.0,5.9
1455,2017/6/25,1.8,6.4,155.3,9370.0,4.4,6.0,286.5,7300.0,7.7,413.0,7905.0,7.9,366.0,9275.0,84.0,5.1
1456,2017/6/26,1.7,6.4,151.8,9430.0,5.0,6.0,285.0,7300.0,7.6,409.0,8130.0,7.8,384.0,9110.0,70.0,6.0
1457,2017/6/27,1.4,6.3,163.5,9425.0,3.9,6.0,312.3,7300.0,7.4,402.0,8515.0,7.8,359.0,9165.0,75.0,5.6
1458,2017/6/28,1.8,6.3,192.0,9600.0,5.3,6.0,328.0,7300.0,7.4,386.0,7840.0,7.8,65.0,9265.0,77.0,6.1
1459,2017/6/29,2.4,6.3,206.0,9820.0,5.1,6.1,270.8,7300.0,7.6,430.0,6810.0,8.1,51.0,8965.0,85.0,6.6
1460,2017/6/30,4.3,6.4,205.8,10290.0,5.4,6.2,259.5,7300.0,7.5,424.0,7075.0,8.1,54.0,9505.0,76.0,6.7
1461,2017/7/1,2.3,6.5,206.0,10410.0,3.7,6.3,245.5,7300.0,7.3,399.0,7575.0,7.9,56.0,9765.0,73.0,5.9
1462,2017/7/2,4.4,6.5,248.8,10290.0,5.2,6.3,248.5,7300.0,7.6,414.0,7360.0,8.0,54.0,9435.0,75.0,6.0
1463,2017/7/3,4.4,6.6,212.8,9950.0,5.4,6.3,242.5,7300.0,7.5,373.0,7730.0,8.0,55.0,9520.0,80.0,6.9
1464,2017/7/4,4.5,6.6,214.3,10105.0,5.4,6.3,242.8,7300.0,7.8,403.0,7075.0,8.1,54.0,9435.0,77.0,6.5
1465,2017/7/5,4.6,6.5,223.0,10056.0,5.1,6.2,252.0,7300.0,7.3,385.0,7713.0,7.9,58.0,9755.0,75.0,6.3
1466,2017/7/6,4.1,6.5,224.5,9665.0,5.6,6.2,261.5,7300.0,7.4,384.0,7340.0,7.8,62.0,9425.0,74.0,5.7
1467,2017/7/7,2.6,6.4,218.8,9545.0,3.9,6.1,245.5,7300.0,7.4,397.0,7825.0,7.9,61.0,9405.0,84.0,5.7
1468,2017/7/8,3.1,6.5,216.5,9390.0,4.1,6.1,243.3,7300.0,7.3,402.0,9930.0,7.9,60.0,9305.0,87.0,6.3
1469,2017/7/9,3.2,6.5,211.0,9395.0,3.9,6.2,234.0,7300.0,7.4,380.0,8310.0,8.0,56.0,9116.0,85.2,6.2
1470,2017/7/10,3.2,6.4,218.8,9285.0,4.4,6.1,248.5,7300.0,7.2,380.0,6970.0,7.6,63.0,8990.0,80.0,6.3
1471,2017/7/11,2.6,6.5,212.0,9600.0,4.3,6.2,246.5,7300.0,7.4,390.0,9250.0,8.3,41.0,8885.0,80.0,5.7
1472,2017/7/12,2.2,6.4,210.5,9195.0,3.7,6.1,251.3,7300.0,7.3,363.0,8666.0,8.0,43.0,9030.0,80.0,6.2
1473,2017/7/13,1.9,6.4,208.0,9225.0,4.0,6.1,257.0,7300.0,7.5,369.0,6608.0,8.2,34.0,8660.0,80.0,5.4
1474,2017/7/14,1.8,6.4,201.0,9185.0,4.7,6.2,257.8,7300.0,7.6,382.0,7620.0,8.4,17.0,9955.0,75.0,5.9
1475,2017/7/15,1.8,6.3,200.0,9020.0,3.9,6.1,252.5,7300.0,7.6,407.0,7785.0,8.3,2.0,8775.0,82.0,5.8
1476,2017/7/16,1.8,6.2,198.8,8865.0,4.1,6.0,253.8,7300.0,7.4,411.0,6845.0,7.9,20.0,8690.0,85.0,6.0
1477,2017/7/17,2.0,6.3,196.0,8870.0,3.9,6.0,249.8,7300.0,7.4,416.0,6963.0,8.0,27.0,8550.0,82.0,5.8
1478,2017/7/18,1.9,6.3,186.5,8805.0,3.9,6.0,254.7,7300.0,7.5,416.0,6330.0,7.6,32.0,8590.0,83.0,5.6
1479,2017/7/19,1.8,6.4,176.5,8870.0,4.0,6.1,245.8,7300.0,7.5,431.0,6165.0,7.8,20.0,9095.0,85.0,5.7
1480,2017/7/20,1.9,6.4,176.5,8870.0,4.2,6.2,242.5,7300.0,7.6,445.0,6205.0,8.0,3.0,9440.0,87.0,6.0
1481,2017/7/21,1.8,6.4,179.3,8915.0,3.4,6.1,241.8,7300.0,7.4,432.0,6205.0,7.9,12.0,9655.0,84.0,5.3
1482,2017/7/22,1.8,6.4,166.8,8735.0,3.7,6.2,235.5,7300.0,7.6,452.0,6010.0,7.8,7.0,8615.0,84.0,6.2
1483,2017/7/23,1.9,6.4,167.0,8835.0,3.1,6.1,224.8,7300.0,7.6,458.0,6500.0,8.0,29.0,8765.0,84.0,4.6
1484,2017/7/24,1.9,6.5,174.5,8945.0,2.8,6.2,215.0,7300.0,7.6,464.0,6255.0,8.2,13.0,8670.0,81.0,10.8
1485,2017/7/25,1.8,6.5,170.3,8840.0,2.9,6.2,224.0,7300.0,7.7,443.0,6170.0,7.9,2.0,8663.0,81.0,11.2
1486,2017/7/26,2.0,6.4,175.8,8990.0,3.6,6.1,242.5,7300.0,7.5,403.0,6145.0,7.6,6.0,9035.0,79.0,10.6
1487,2017/7/27,2.0,6.5,173.5,8855.0,3.3,6.2,235.5,7300.0,7.7,398.0,5970.0,7.6,4.0,8825.0,80.0,10.0
1488,2017/7/28,2.0,6.5,169.8,9040.0,2.8,6.1,242.5,7300.0,8.0,319.0,6080.0,7.8,6.0,9240.0,76.0,10.7
1489,2017/7/29,1.9,6.3,180.8,9115.0,3.2,6.0,252.0,7300.0,7.5,221.0,6500.0,7.7,14.0,9025.0,70.0,11.0
1490,2017/7/30,2.0,6.3,190.3,8890.0,4.1,6.0,250.5,7300.0,7.8,224.0,6170.0,7.7,5.0,9125.0,80.0,11.1
1491,2017/7/31,2.3,6.2,190.0,9740.0,3.9,5.9,250.5,7300.0,7.6,110.0,6245.0,7.6,4.0,9850.0,80.0,10.4
1492,2017/8/1,2.4,6.2,207.5,9130.0,4.7,6.0,260.8,7300.0,7.5,143.0,6290.0,7.5,9.0,9330.0,77.0,10.8
1493,2017/8/2,2.2,6.4,194.0,9065.0,3.7,6.1,240.0,7300.0,7.7,236.0,6185.0,7.6,12.0,9250.0,71.0,9.4
1494,2017/8/3,2.1,6.4,194.8,9120.0,2.5,6.1,236.5,7300.0,7.7,327.0,6065.0,7.8,3.0,9090.0,76.0,9.6
1495,2017/8/4,2.0,6.4,188.8,9015.0,2.4,6.1,236.8,7300.0,7.6,375.0,6055.0,7.8,122.0,9035.0,75.0,8.6
1496,2017/8/5,2.0,6.4,181.8,9125.0,1.7,6.1,207.5,7300.0,7.6,371.0,6065.0,7.7,101.0,9325.0,74.0,8.5
1497,2017/8/6,2.0,6.4,178.0,9035.0,2.3,6.1,235.0,7300.0,7.6,401.0,6045.0,7.6,98.0,9090.0,73.0,9.8
1498,2017/8/7,2.0,6.3,177.8,9065.0,2.1,6.0,235.5,7300.0,7.5,363.0,6065.0,7.6,82.0,9080.0,75.0,10.3
1499,2017/8/8,1.6,6.4,174.0,9140.0,2.4,6.0,243.5,7410.0,7.5,125.0,6730.0,7.7,68.0,9105.0,75.0,8.8
1500,2017/8/9,1.7,6.4,168.8,9090.0,2.5,6.0,237.8,7415.0,7.5,223.0,6725.0,7.6,66.0,9135.0,73.0,9.9
1501,2017/8/10,1.8,6.4,156.0,9305.0,1.3,6.0,207.0,7730.0,7.4,319.0,6840.0,7.4,56.0,9515.0,70.0,10.0
1502,2017/8/11,1.9,6.4,153.8,9735.0,1.4,6.0,228.5,7790.0,7.6,357.0,6660.0,7.6,51.0,9925.0,72.0,10.0
1503,2017/8/12,2.0,6.3,151.2,9625.0,2.3,6.0,237.5,7905.0,7.7,359.0,6625.0,7.7,47.0,9615.0,74.0,9.7
1504,2017/8/13,1.8,6.4,165.5,9265.0,3.2,6.0,273.5,7540.0,7.8,397.0,6425.0,7.7,38.0,9345.0,74.0,9.0
1505,2017/8/14,1.8,6.4,157.8,9565.0,3.4,6.1,235.5,7595.0,7.7,399.0,6570.0,7.7,42.0,9590.0,71.0,9.1
1506,2017/8/15,1.8,6.4,156.8,9415.0,3.3,6.1,238.3,7560.0,7.7,378.0,6560.0,7.7,37.0,9540.0,72.0,9.9
1507,2017/8/16,1.8,6.4,154.8,9315.0,3.8,6.1,249.3,7590.0,7.5,383.0,6470.0,7.7,40.0,9650.0,69.0,10.0
1508,2017/8/17,1.7,6.4,158.8,9530.0,3.3,6.1,236.0,7600.0,7.5,387.0,6550.0,7.5,35.0,9540.0,71.0,9.3
1509,2017/8/18,1.8,6.4,162.0,9480.0,2.2,6.1,228.0,7570.0,7.5,387.0,6585.0,7.8,31.0,9580.0,69.0,9.8
1510,2017/8/19,1.9,6.4,159.8,9310.0,1.8,6.1,213.8,7580.0,7.6,398.0,6515.0,7.9,20.0,9545.0,72.0,9.3
1511,2017/8/20,1.8,6.4,157.0,9260.0,1.2,6.1,203.0,7535.0,7.7,408.0,6525.0,8.0,12.0,9520.0,71.0,9.1
