,C10 14�J�B��02�B��q�y�ʤ���,C10 14�J�B��02�]�o��1�ͪ�ū�,C10 14�J�B��02�N����2�ͪ�ū�,C10 14�J �B���N�o��ŮtPID PV��,CR1 C/T To 14�J�B���N�o���503,L8BH L70 Outside Air Enthalpy
2020/6/14 23:10,61.75,2.03,1.34,6.08,29.37,66.83
2020/6/14 23:20,61.95,2.03,1.34,5.84,29.47,66.88
2020/6/14 23:30,62.4,2.03,1.34,5.94,29.57,67.27
2020/6/14 23:40,62.95,2.03,1.34,5.94,29.79,67.6
2020/6/14 23:50,62.7,2.03,1.34,6.26,29.46,68.03
2020/6/15 00:00,62.4,2.03,1.34,6.01,29.25,68.37
2020/6/15 00:10,62.5,2.03,1.34,5.8,29.46,68.54
2020/6/15 00:20,63.05,2.03,1.34,6.03,29.57,68.63
2020/6/15 00:30,63.11,2.03,1.34,6.24,29.37,68.64
2020/6/15 00:40,62.85,2.03,1.34,5.92,29.57,68.65
2020/6/15 00:50,62.85,2.03,1.34,6.04,29.57,68.48
2020/6/15 01:00,62.85,2.03,1.34,6.04,29.47,68.42
2020/6/15 01:10,62.05,2.03,1.34,6.04,29.37,68.53
2020/6/15 01:20,61.75,2.03,1.34,5.92,29.37,68.57
2020/6/15 01:30,61.7,2.03,1.34,6.03,29.47,68.55
2020/6/15 01:40,61.9,2.03,1.34,5.92,29.47,68.55
2020/6/15 01:50,61.85,2.03,1.34,5.95,29.47,68.52
2020/6/15 02:00,61.6,2.03,1.34,5.95,29.47,68.24
2020/6/15 02:10,61.7,2.03,1.34,5.95,29.47,67.8
2020/6/15 02:20,61.85,2.03,1.34,6.09,29.47,67.5
2020/6/15 02:30,61.9,2.03,1.34,5.97,29.57,67.15
2020/6/15 02:40,61.85,2.03,1.34,5.97,29.47,66.97
2020/6/15 02:50,61.6,2.03,1.34,6.08,29.37,66.9
2020/6/15 03:00,60.75,2.03,1.34,6.08,29.25,66.9
2020/6/15 03:10,60.65,2.03,1.34,5.85,29.35,66.81
2020/6/15 03:20,60.8,2.03,1.34,5.96,29.46,66.72
2020/6/15 03:30,61.05,2.03,1.34,5.96,29.57,66.55
2020/6/15 03:40,61.25,2.03,1.34,6.06,29.57,66.35
2020/6/15 03:50,60.95,2.03,1.34,6.06,29.57,66.45
2020/6/15 04:00,60.59,2.03,1.34,6.06,29.47,66.74
2020/6/15 04:10,60.59,2.03,1.34,5.86,29.47,66.81
2020/6/15 04:20,60.65,2.03,1.34,5.99,29.57,66.96
2020/6/15 04:30,60.59,2.03,1.34,5.99,29.67,66.9
2020/6/15 04:40,60.59,2.03,1.34,6.19,29.57,66.82
2020/6/15 04:50,60.5,2.03,1.34,5.98,29.57,66.36
2020/6/15 05:00,60.6,2.03,1.34,6,29.47,66.12
2020/6/15 05:10,60.54,2.03,1.34,5.9,29.67,66.01
2020/6/15 05:20,61.05,2.03,1.34,6,29.67,65.93
2020/6/15 05:30,61.05,2.03,1.34,6,29.67,66.15
2020/6/15 05:40,60.8,2.03,1.34,5.99,29.47,66.58
2020/6/15 05:50,60.79,2.03,1.34,5.99,29.47,67.07
2020/6/15 06:00,60.5,2.03,1.34,6.21,29.14,67.76
2020/6/15 06:10,60.59,2.03,1.34,5.84,29.35,68.37
2020/6/15 06:20,60.65,2.03,1.34,5.84,29.46,68.91
2020/6/15 06:30,60.99,2.03,1.34,5.95,29.57,69.26
2020/6/15 06:40,61.25,2.03,1.34,6.05,29.57,70.03
2020/6/15 06:50,61.4,2.03,1.34,6.05,29.57,70.15
2020/6/15 07:00,61.6,2.03,1.34,5.94,29.67,70.86
2020/6/15 07:10,61.4,2.03,1.34,6.15,29.57,70.93
2020/6/15 07:20,61.45,2.03,1.34,6.03,29.57,71.82
2020/6/15 07:30,61.35,2.03,1.34,6.03,29.57,72.09
2020/6/15 07:40,61.65,2.03,1.34,6.13,29.57,73.08
2020/6/15 07:50,62.15,2.03,1.34,6.25,29.47,73.2
2020/6/15 08:00,62.05,2.03,1.34,6.13,29.37,72.24
2020/6/15 08:10,61.75,2.03,1.34,5.9,29.35,73.38
2020/6/15 08:20,61.65,2.03,1.34,6,29.46,73.25
2020/6/15 08:30,61.7,2.03,1.34,6,29.46,72.57
2020/6/15 08:40,61.95,2.03,1.34,6,29.57,73.55
2020/6/15 08:50,61.94,2.03,1.34,6.1,29.57,74.1
2020/6/15 09:00,61.65,2.03,1.34,6.1,29.37,72.71
2020/6/15 09:10,61.65,2.03,1.34,6,29.37,73.52
2020/6/15 09:20,61.6,2.03,1.34,6,29.37,73.49
2020/6/15 09:30,61.4,2.03,1.34,5.89,29.5,72.39
2020/6/15 09:40,61.5,2.03,1.34,5.99,29.5,72.5
2020/6/15 09:50,61.35,2.03,1.34,5.98,29.6,73.04
2020/6/15 10:00,61.5,2.03,1.34,6.08,29.5,73.23
2020/6/15 10:10,61.75,2.03,1.34,5.98,29.72,70.49
2020/6/15 10:20,61.55,2.03,1.34,5.98,29.51,71.81
2020/6/15 10:30,61.2,2.03,1.34,5.97,29.51,71.22
2020/6/15 10:40,61.25,2.03,1.34,6.08,29.4,69.78
2020/6/15 10:50,61.19,2.03,1.34,5.95,29.4,73.39
2020/6/15 11:00,61.45,2.03,1.34,5.95,29.5,72.59
2020/6/15 11:10,61.31,2.03,1.34,6.06,29.4,73.17
2020/6/15 11:20,61.79,2.03,1.34,5.96,29.6,73.44
2020/6/15 11:30,62.3,2.03,1.34,6.07,29.6,72.79
2020/6/15 11:40,62.35,2.03,1.34,6.06,29.62,73.49
2020/6/15 11:50,62.7,2.03,1.34,6.16,29.5,75.24
2020/6/15 12:00,62.85,2.03,1.34,6.05,29.6,73.63
2020/6/15 12:10,63.35,2.03,1.34,6.05,29.6,74.14
2020/6/15 12:20,63.85,2.03,1.34,5.94,29.73,75.27
2020/6/15 12:30,64.25,2.03,1.34,6.15,29.62,75.81
2020/6/15 12:40,64.21,2.03,1.34,6.05,29.62,74.12
2020/6/15 12:50,64.05,2.03,1.34,5.94,29.62,75.65
2020/6/15 13:00,63.56,2.03,1.34,5.91,29.51,75.56
2020/6/15 13:10,63.5,2.03,1.34,6.01,29.5,75.79
2020/6/15 13:20,63.8,2.03,1.34,5.9,29.72,76.22
2020/6/15 13:30,63.31,2.03,1.34,6.11,29.51,75.03
2020/6/15 13:40,62.65,2.03,1.34,6.11,29.3,74.65
2020/6/15 13:50,62.85,2.03,1.34,5.78,29.4,76.53
2020/6/15 14:00,63.25,2.03,1.34,5.88,29.6,78.31
2020/6/15 14:10,63.9,2.03,1.34,6.1,29.62,78.15
2020/6/15 14:20,64.46,2.03,1.34,6.25,29.5,78.07
2020/6/15 14:30,64.2,2.03,1.44,6.03,29.5,77.75
2020/6/15 14:40,64.55,2.03,1.44,6.02,29.4,76.83
2020/6/15 14:50,63.85,2.03,1.44,6.12,29.3,75.75
2020/6/15 15:00,63.05,2.03,1.44,5.84,29.28,76.08
2020/6/15 15:10,62.25,2.03,1.34,5.86,29.38,74.78
2020/6/15 15:20,61.95,2.03,1.34,5.98,29.38,74.08
2020/6/15 15:30,61.85,2.03,1.34,5.88,29.38,73
2020/6/15 15:40,61.15,2.03,1.34,5.75,29.35,74.55
2020/6/15 15:50,61.74,2.03,1.34,5.85,29.46,74.14
2020/6/15 16:00,61.75,2.03,1.34,6.07,29.57,73.9
2020/6/15 16:10,62.6,2.03,1.34,5.95,29.79,73.24
2020/6/15 16:20,62.3,2.03,1.34,6.1,29.37,72.77
2020/6/15 16:30,62.6,2.03,1.34,5.9,29.57,74.4
2020/6/15 16:40,63.31,2.03,1.34,6,29.67,75.26
2020/6/15 16:50,64.25,2.03,1.34,6.21,29.67,74.39
2020/6/15 17:00,64.81,2.03,1.44,6.1,29.57,73.19
2020/6/15 17:10,64.55,2.03,1.44,6,29.67,72.66
2020/6/15 17:20,64.49,2.03,1.44,6.1,29.67,
2020/6/15 17:30,63.5,2.03,1.44,6.1,29.47,
2020/6/15 17:40,62.5,2.03,1.44,5.98,29.25,
2020/6/15 17:50,61.85,2.03,1.34,5.75,29.35,
2020/6/15 18:00,62.3,2.03,1.34,5.75,29.67,
2020/6/15 18:10,62.8,2.03,1.34,6.1,29.67,
2020/6/15 18:20,63.7,2.03,1.34,6.11,29.79,
2020/6/15 18:30,64,2.03,1.34,6,29.79,
2020/6/15 18:40,63.6,2.03,1.34,6.2,29.54,
2020/6/15 18:50,62.35,2.03,1.34,6.07,29.11,
2020/6/15 19:00,62,2.03,1.34,5.72,29.43,
2020/6/15 19:10,62.1,2.03,1.34,5.83,29.53,
2020/6/15 19:20,62.55,2.03,1.34,5.93,29.76,
2020/6/15 19:30,62.99,2.03,1.34,6.15,29.76,
2020/6/15 19:40,63.45,2.03,1.34,6.15,29.64,
2020/6/15 19:50,63.4,2.03,1.34,6.15,29.44,71.42
2020/6/15 20:00,63.19,2.03,1.34,6.05,29.33,71.39
2020/6/15 20:10,63.25,2.03,1.34,5.82,29.46,71.47
2020/6/15 20:20,63.35,2.03,1.34,6.03,29.57,70.79
2020/6/15 20:30,63.3,2.03,1.34,6.03,29.47,70.63
2020/6/15 20:40,62.8,2.03,1.34,6.03,29.37,70.94
2020/6/15 20:50,62.75,2.03,1.34,5.93,29.37,70.69
2020/6/15 21:00,62.95,2.03,1.34,5.93,29.37,70.53
2020/6/15 21:10,62.85,2.03,1.34,6.04,29.25,70.46
2020/6/15 21:20,63.04,2.03,1.34,5.93,29.35,70.5
2020/6/15 21:30,63.1,2.03,1.34,5.93,29.46,70.72
2020/6/15 21:40,63.15,2.03,1.34,6.03,29.57,70.84
2020/6/15 21:50,63.35,2.03,1.34,5.93,29.67,70.85
2020/6/15 22:00,64.1,2.03,1.34,6.16,29.89,70.48
2020/6/15 22:10,64.45,2.03,1.34,6.16,29.79,70.36
2020/6/15 22:20,63.85,2.03,1.34,6.24,29.37,70.37
2020/6/15 22:30,63.55,2.03,1.34,6.03,29.25,70.4
2020/6/15 22:40,63,2.03,1.34,5.8,29.25,70.53
2020/6/15 22:50,62.95,2.03,1.34,5.8,29.46,70.54
2020/6/15 23:00,63.1,2.03,1.34,5.9,29.67,70.26
2020/6/15 23:10,62.9,2.03,1.34,6.21,29.57,69.99
2020/6/15 23:20,62.85,2.03,1.34,6.11,29.47,69.88
2020/6/15 23:30,62.75,2.03,1.34,6.01,29.37,69.56
2020/6/15 23:40,62.8,2.03,1.34,5.77,29.46,69.41
2020/6/15 23:50,62.7,2.03,1.34,6.08,29.46,69.37
2020/6/16 00:00,62.65,2.03,1.34,5.98,29.35,69.31
2020/6/16 00:10,62.85,2.03,1.34,5.98,29.57,69.4
2020/6/16 00:20,62.99,2.03,1.34,5.97,29.67,69.74
2020/6/16 00:30,63.25,2.03,1.34,6.18,29.57,69.96
2020/6/16 00:40,62.95,2.03,1.34,6.08,29.47,69.94
2020/6/16 00:50,62.75,2.03,1.34,6.08,29.37,69.86
2020/6/16 01:00,62.6,2.03,1.34,5.97,29.37,69.33
2020/6/16 01:10,62.75,2.03,1.34,5.97,29.37,69.13
2020/6/16 01:20,62.1,2.03,1.34,5.96,29.24,68.64
2020/6/16 01:30,61.45,2.03,1.34,5.84,29.35,68.02
2020/6/16 01:40,61.65,2.03,1.34,5.84,29.57,67.55
2020/6/16 01:50,61.55,2.03,1.34,6.05,29.57,66.72
2020/6/16 02:00,60.9,2.03,1.34,6.26,29.15,66.25
2020/6/16 02:10,60.59,2.03,1.34,5.81,29.24,66.69
2020/6/16 02:20,60.75,2.03,1.34,5.81,29.46,66.74
2020/6/16 02:30,60.9,2.03,1.34,5.91,29.67,66.37
2020/6/16 02:40,60.9,2.03,1.34,6.24,29.59,66.13
2020/6/16 02:50,60.85,2.03,1.34,6.13,29.47,65.79
2020/6/16 03:00,61.05,2.03,1.34,6.03,29.47,66.1
2020/6/16 03:10,60.7,2.03,1.34,5.93,29.47,66
2020/6/16 03:20,60.7,2.03,1.34,6.13,29.25,65.9
2020/6/16 03:30,60.8,2.03,1.34,5.97,29.57,65.96
2020/6/16 03:40,60.5,2.03,1.34,6.08,29.47,65.82
2020/6/16 03:50,60.49,2.03,1.34,5.88,29.57,65.64
2020/6/16 04:00,60.3,2.03,1.34,6.08,29.57,65.19
2020/6/16 04:10,59.3,2.03,1.34,6.08,29.35,64.79
2020/6/16 04:20,58.85,2.03,1.34,5.87,29.25,64.44
2020/6/16 04:30,58.95,2.03,1.34,5.77,29.46,64.72
2020/6/16 04:40,59.09,2.03,1.34,5.97,29.46,64.53
2020/6/16 04:50,59.3,2.03,1.34,5.95,29.57,64.67
2020/6/16 05:00,59.24,2.03,1.34,5.95,29.57,65.01
2020/6/16 05:10,59.34,2.03,1.34,6.05,29.47,64.91
2020/6/16 05:20,59.69,2.03,1.34,5.92,29.67,65.91
2020/6/16 05:30,59.74,2.03,1.34,6.03,29.57,65.76
2020/6/16 05:40,59.65,2.03,1.34,6.14,29.37,65.62
2020/6/16 05:50,59.59,2.03,1.34,5.92,29.37,66.46
2020/6/16 06:00,59.49,2.03,1.34,5.91,29.47,67.75
2020/6/16 06:10,59.69,2.03,1.34,5.81,29.57,69.07
2020/6/16 06:20,59.95,2.03,1.34,6.04,29.57,69.44
2020/6/16 06:30,60.3,2.03,1.34,6.04,29.57,69.91
2020/6/16 06:40,60.3,2.03,1.34,6.15,29.47,70.2
2020/6/16 06:50,60.05,2.03,1.34,6.03,29.35,69.89
2020/6/16 07:00,60.15,2.03,1.34,5.92,29.46,70.11
2020/6/16 07:10,60.2,2.03,1.34,6.03,29.46,69.99
2020/6/16 07:20,59.4,2.03,1.34,6.03,29.46,70.01
2020/6/16 07:30,59.1,2.03,1.34,6.03,29.35,70.58
2020/6/16 07:40,59.1,2.03,1.34,5.92,29.46,71.41
2020/6/16 07:50,59.35,2.03,1.34,5.92,29.57,72.21
2020/6/16 08:00,59.65,2.03,1.34,6.02,29.57,72.3
2020/6/16 08:10,59.79,2.03,1.34,6.22,29.47,71.76
2020/6/16 08:20,59.95,2.03,1.34,6.11,29.47,71.6
2020/6/16 08:30,60.1,2.03,1.34,6,29.47,71.86
2020/6/16 08:40,60.1,2.03,1.34,6,29.37,72.12
2020/6/16 08:50,61.25,2.03,1.34,6,29.57,71.3
2020/6/16 09:00,61.2,2.03,1.34,5.91,29.69,72.63
2020/6/16 09:10,60.9,2.03,1.34,6.13,29.59,72.2
2020/6/16 09:20,61.15,2.03,1.34,6.02,29.59,72.51
2020/6/16 09:30,60.85,2.03,1.34,6.02,29.59,71.93
2020/6/16 09:40,60.55,2.03,1.34,6.03,29.37,72.71
2020/6/16 09:50,60.5,2.03,1.34,5.93,29.37,72.83
2020/6/16 10:00,60.3,2.03,1.34,5.93,29.47,73.87
2020/6/16 10:10,60.8,2.03,1.34,5.93,29.57,72.54
2020/6/16 10:20,61.95,2.03,1.34,6.27,29.57,72.84
2020/6/16 10:30,62.09,2.03,1.34,6.16,29.57,72.1
2020/6/16 10:40,62.35,2.03,1.34,6.04,29.67,73.04
2020/6/16 10:50,61.99,2.03,1.34,6.04,29.57,72.15
2020/6/16 11:00,62.06,2.03,1.34,6.04,29.47,72.3
2020/6/16 11:10,62.05,2.03,1.34,5.94,29.57,73.65
2020/6/16 11:20,61.65,2.03,1.34,6.05,29.47,72.59
2020/6/16 11:30,61.55,2.03,1.34,5.95,29.47,73.03
2020/6/16 11:40,61.65,2.03,1.34,6.05,29.47,74.01
2020/6/16 11:50,61.7,2.03,1.34,5.95,29.57,72.72
2020/6/16 12:00,61.65,2.03,1.34,6.06,29.57,72.32
2020/6/16 12:10,61.7,2.03,1.34,5.95,29.57,74.98
2020/6/16 12:20,62.3,2.03,1.34,5.95,29.79,77.88
2020/6/16 12:30,64.2,2.03,1.34,6.05,29.79,79.1
2020/6/16 12:40,65.15,2.03,1.44,6.26,29.69,78.21
2020/6/16 12:50,65.25,2.03,1.44,6.26,29.47,76.91
2020/6/16 13:00,64.6,2.03,1.44,6.16,29.37,77.32
2020/6/16 13:10,64.45,2.03,1.44,5.93,29.37,77.84
2020/6/16 13:20,64.05,2.03,1.44,5.93,29.47,79.4
2020/6/16 13:30,64.1,2.03,1.44,5.93,29.37,77.81
2020/6/16 13:40,63.6,2.03,1.44,5.96,29.25,76.34
2020/6/16 13:50,63.35,2.03,1.44,5.85,29.35,76.14
2020/6/16 14:00,63.05,2.03,1.44,5.97,29.46,76.07
2020/6/16 14:10,62.65,2.03,1.44,6.08,29.25,74.03
2020/6/16 14:20,62.25,2.03,1.34,5.95,29.25,72.93
2020/6/16 14:30,61.9,2.03,1.34,5.95,29.35,71.73
2020/6/16 14:40,62,2.03,1.34,5.85,29.57,71.6
2020/6/16 14:50,62,2.03,1.34,6.08,29.57,70.7
2020/6/16 15:00,62.15,2.03,1.34,6.08,29.57,70.6
2020/6/16 15:10,62.2,2.03,1.34,5.97,29.57,69.37
2020/6/16 15:20,62.2,2.03,1.34,5.98,29.57,70.04
2020/6/16 15:30,62.25,2.03,1.34,5.98,29.57,69.22
2020/6/16 15:40,62.3,2.03,1.34,5.97,29.67,70.51
2020/6/16 15:50,62.35,2.03,1.34,5.98,29.57,69.69
2020/6/16 16:00,62.79,2.03,1.34,6.09,29.59,70.96
2020/6/16 16:10,62.65,2.03,1.34,6.09,29.59,71.33
2020/6/16 16:20,62.7,2.03,1.34,5.99,29.59,71.84
2020/6/16 16:30,63.15,2.03,1.34,5.99,29.69,72.56
2020/6/16 16:40,63.5,2.03,1.34,5.99,29.69,72.58
2020/6/16 16:50,63.65,2.03,1.34,6.12,29.59,72.6
2020/6/16 17:00,63.65,2.03,1.34,6.23,29.37,71.81
2020/6/16 17:10,63.7,2.03,1.44,6.03,29.25,68.87
2020/6/16 17:20,62.6,2.03,1.44,5.83,29.35,68.15
2020/6/16 17:30,61.85,2.03,1.34,5.83,29.35,67.6
2020/6/16 17:40,61.45,2.03,1.34,5.83,29.35,68.41
2020/6/16 17:50,61.2,2.03,1.34,5.83,29.46,67.88
2020/6/16 18:00,61.65,2.03,1.34,5.83,29.57,68.83
2020/6/16 18:10,62.05,2.03,1.34,5.93,29.79,69.14
2020/6/16 18:20,62.15,2.03,1.34,6.26,29.47,67.25
2020/6/16 18:30,62,2.03,1.34,6.05,29.37,67.4
2020/6/16 18:40,62.1,2.03,1.34,5.94,29.37,66.87
2020/6/16 18:50,62.05,2.03,1.34,5.94,29.37,67.14
2020/6/16 19:00,62.2,2.03,1.34,5.94,29.47,67.26
2020/6/16 19:10,62.2,2.03,1.34,6.04,29.47,67.76
2020/6/16 19:20,62.4,2.03,1.34,5.91,29.57,67.57
2020/6/16 19:30,62.45,2.03,1.34,6.02,29.57,67.5
2020/6/16 19:40,62.35,2.03,1.34,6.13,29.57,67.13
2020/6/16 19:50,62.49,2.03,1.34,5.92,29.57,67.34
2020/6/16 20:00,62.35,2.03,1.34,6.14,29.59,67.23
2020/6/16 20:10,62.35,2.03,1.34,6.03,29.59,68.2
2020/6/16 20:20,62.7,2.03,1.34,6.03,29.69,69.36
2020/6/16 20:30,62.75,2.03,1.34,6.13,29.59,69.65
2020/6/16 20:40,62.65,2.03,1.34,6.13,29.47,69.55
2020/6/16 20:50,62.8,2.03,1.34,5.92,29.57,69.7
2020/6/16 21:00,62.75,2.03,1.34,6.03,29.57,69.92
2020/6/16 21:10,62.75,2.03,1.34,6.03,29.57,69.53
2020/6/16 21:20,62.31,2.03,1.34,6.14,29.37,68.81
2020/6/16 21:30,62.2,2.03,1.34,5.94,29.47,68.51
2020/6/16 21:40,61.9,2.03,1.34,6.05,29.37,68.03
2020/6/16 21:50,61.55,2.07,1.32,5.97,29.35,67.62
2020/6/16 22:00,61.1,2.06,1.31,5.89,29.43,67.85
2020/6/16 22:10,61.75,2.06,1.3,5.89,29.59,67.64
2020/6/16 22:20,62.15,2.06,1.3,6,29.79,67.79
2020/6/16 22:30,62.05,2.06,1.3,6.24,29.47,67.77
2020/6/16 22:40,61.6,2.06,1.3,6.13,29.15,67.27
2020/6/16 22:50,61.75,2.06,1.3,5.8,29.46,66.49
2020/6/16 23:00,61.45,2.06,1.3,5.92,29.46,65.19
2020/6/16 23:10,,,,5.93,,64.13
2020/6/16 23:20,60.35,2.03,1.28,6.1,29.43,62.91
2020/6/16 23:30,59.75,2.02,1.26,5.82,29.44,62.51
2020/6/16 23:40,59.15,2.01,1.26,5.87,29.37,62.24
2020/6/16 23:50,,,1.26,5.87,29.37,62.05
2020/6/17 00:00,,,,,,62.02
2020/6/17 00:10,59.75,2,1.28,6.03,29.57,61.86
2020/6/17 00:20,59.85,2,1.28,6.13,29.47,62.01
2020/6/17 00:30,59.65,2.03,1.29,6.09,29.21,62.07
2020/6/17 00:40,60.1,2.01,1.27,5.87,29.57,61.99
2020/6/17 00:50,60.15,2,1.28,6.02,29.51,61.86
2020/6/17 01:00,59.95,2,1.28,6.02,29.51,61.71
2020/6/17 01:10,60,2,1.28,6.01,29.51,62.03
2020/6/17 01:20,59.95,2,1.28,6.01,29.51,61.96
2020/6/17 01:30,59.9,2,1.28,6.01,29.62,62.38
2020/6/17 01:40,60,2,1.28,6.12,29.62,62.8
2020/6/17 01:50,59.85,2,1.28,6.02,29.62,63.27
2020/6/17 02:00,60,2,1.28,6.13,29.51,63.65
2020/6/17 02:10,60.55,2,1.28,6.02,29.62,64.11
2020/6/17 02:20,60.85,2,1.28,6.02,29.62,64.11
2020/6/17 02:30,60.75,2,1.28,6.02,29.62,64.3
2020/6/17 02:40,60.7,2,1.28,6.02,29.51,64.17
2020/6/17 02:50,60.3,2,1.28,6.12,29.3,64.65
2020/6/17 03:00,60.55,2,1.28,5.79,29.5,64.95
2020/6/17 03:10,60.3,2,1.28,6,29.6,64.91
2020/6/17 03:20,60.75,2,1.28,6,29.6,65.03
2020/6/17 03:30,60.65,2,1.28,6.1,29.6,65.32
2020/6/17 03:40,60.95,2,1.28,5.99,29.5,65.42
2020/6/17 03:50,60.95,2,1.28,6.09,29.38,65.39
2020/6/17 04:00,61.05,2,1.28,5.99,29.38,65.27
2020/6/17 04:10,61.19,2,1.28,5.99,29.38,65.07
2020/6/17 04:20,61,2,1.28,6.13,29.4,65.09
2020/6/17 04:30,60.65,2,1.28,5.92,29.4,64.94
2020/6/17 04:40,60.95,2,1.28,5.92,29.6,64.63
2020/6/17 04:50,60.75,2,1.28,6.02,29.5,64.4
2020/6/17 05:00,60.55,2,1.28,6.02,29.5,64.32
2020/6/17 05:10,60.65,2,1.28,6.01,29.5,63.95
2020/6/17 05:20,60.75,2,1.28,5.91,29.6,63.73
2020/6/17 05:30,60.5,2,1.28,6.01,29.6,63.52
2020/6/17 05:40,60.65,2,1.28,6.01,29.6,63.61
2020/6/17 05:50,60.6,2,1.28,5.99,29.5,63.72
2020/6/17 06:00,60.5,2,1.28,5.99,29.5,63.37
2020/6/17 06:10,60.44,2,1.28,5.99,29.5,62.88
2020/6/17 06:20,60.25,2,1.28,5.99,29.5,63.97
2020/6/17 06:30,60.35,2,1.28,5.99,29.5,66.76
2020/6/17 06:40,60.69,2,1.28,5.89,29.6,68.6
2020/6/17 06:50,61.45,2,1.28,6.21,29.5,69.02
2020/6/17 07:00,62.05,2,1.28,6.01,29.6,70.09
2020/6/17 07:10,62.45,2,1.28,6,29.72,70.58
2020/6/17 07:20,62.45,2,1.28,6,29.72,72.46
2020/6/17 07:30,62.45,2,1.28,6,29.72,72.7
2020/6/17 07:40,62.45,2,1.28,6,29.72,72.75
2020/6/17 07:50,62.45,2,1.28,6,29.72,73.31
2020/6/17 08:00,62.45,2,1.28,6,29.72,72.89
2020/6/17 08:10,62.45,2,1.28,6,29.72,73.64
2020/6/17 08:20,62.45,2,1.28,6,29.72,73.63
2020/6/17 08:30,62.45,2,1.28,6,29.72,74.44
2020/6/17 08:40,62.45,2,1.28,6,29.72,72.95
2020/6/17 08:50,62.45,2,1.28,6,29.72,72.86
2020/6/17 09:00,62.45,2,1.28,6,29.72,74.11
2020/6/17 09:10,62.45,2,1.28,6,29.72,74.42
2020/6/17 09:20,62.45,2,1.28,6,29.72,73.28
2020/6/17 09:30,,,,,,73.84
2020/6/17 09:40,62.55,2.07,1.33,5.98,29.69,74.72
2020/6/17 09:50,62.7,2.07,1.33,6.09,29.59,75.36
2020/6/17 10:00,62.45,2.07,1.33,6.06,29.37,73.69
2020/6/17 10:10,62.35,2.07,1.33,5.95,29.37,74.97
2020/6/17 10:20,62.2,2.07,1.33,6.05,29.47,72.92
2020/6/17 10:30,62.11,2.07,1.33,5.95,29.37,74.1
2020/6/17 10:40,62,2.07,1.33,5.86,29.46,73.4
2020/6/17 10:50,61.95,2.07,1.33,5.96,29.46,73.44
2020/6/17 11:00,61.95,2.07,1.33,5.96,29.46,73.88
2020/6/17 11:10,62.05,2.07,1.33,5.96,29.46,73.4
2020/6/17 11:20,62.6,2.07,1.33,5.97,29.57,74.26
2020/6/17 11:30,62.85,2.07,1.33,6.08,29.67,73.6
2020/6/17 11:40,63.35,2.07,1.33,6.08,29.67,72.84
2020/6/17 11:50,63.45,2.07,1.33,6.18,29.57,73.5
2020/6/17 12:00,63.25,2.07,1.33,6.06,29.47,74.29
2020/6/17 12:10,62.81,2.07,1.33,5.95,29.47,74.01
2020/6/17 12:20,63.06,2.07,1.33,5.95,29.57,75.26
2020/6/17 12:30,63.05,2.07,1.33,6.05,29.57,76.96
2020/6/17 12:40,63.31,2.07,1.33,5.82,29.69,77.27
2020/6/17 12:50,63.65,2.07,1.33,6.04,29.59,77.03
2020/6/17 13:00,63.9,2.07,1.33,6.03,29.59,76.32
2020/6/17 13:10,63.85,2.07,1.33,6.14,29.59,76.85
2020/6/17 13:20,63.85,2.07,1.33,6.03,29.47,76.57
2020/6/17 13:30,63.6,2.07,1.33,6.04,29.47,75.59
2020/6/17 13:40,63.5,2.07,1.33,5.93,29.47,75.62
2020/6/17 13:50,63.2,2.07,1.33,6.05,29.35,75.77
2020/6/17 14:00,63.06,2.07,1.33,5.91,29.46,74.76
2020/6/17 14:10,63.05,2.07,1.33,6.01,29.35,74.25
2020/6/17 14:20,63.1,2.07,1.33,5.91,29.35,73.77
2020/6/17 14:30,62.9,2.07,1.33,5.74,29.46,74.13
2020/6/17 14:40,62.9,2.07,1.33,5.95,29.57,74.3
2020/6/17 14:50,62.69,2.07,1.33,5.95,29.57,73.46
2020/6/17 15:00,62.95,2.07,1.33,6.16,29.54,73.11
2020/6/17 15:10,63.05,2.07,1.33,5.94,29.54,72.86
2020/6/17 15:20,62.55,2.07,1.33,6.16,29.33,72.52
2020/6/17 15:30,62.6,2.08,1.33,5.83,29.53,72
2020/6/17 15:40,62.65,2.08,1.33,5.95,29.53,72.47
2020/6/17 15:50,63.09,2.08,1.33,5.95,29.64,70.71
2020/6/17 16:00,63.05,2.08,1.33,6.06,29.54,70.66
2020/6/17 16:10,63.05,2.08,1.33,6.06,29.54,69.7
2020/6/17 16:20,63.1,2.08,1.33,5.96,29.54,72
2020/6/17 16:30,63.15,2.08,1.33,5.96,29.44,72.01
2020/6/17 16:40,63.1,2.08,1.33,5.97,29.54,71.65
2020/6/17 16:50,63.2,2.08,1.33,6.08,29.54,71.91
2020/6/17 17:00,63.35,2.08,1.33,6.08,29.54,72.72
2020/6/17 17:10,63.55,2.08,1.33,6.1,29.54,72.75
2020/6/17 17:20,63.55,2.08,1.33,5.97,29.64,72.31
2020/6/17 17:30,63.65,2.08,1.33,6.08,29.64,71.77
2020/6/17 17:40,63.55,2.08,1.33,6.08,29.64,71.44
2020/6/17 17:50,63.45,2.08,1.33,6.08,29.54,71.46
2020/6/17 18:00,63.75,2.08,1.33,5.97,29.64,71.66
2020/6/17 18:10,63.65,2.08,1.33,5.97,29.64,71.72
2020/6/17 18:20,63.7,2.08,1.33,6.07,29.54,71.84
